carat,cut,color,clarity,depth,table,price
0.53,Very Good,F,SI1,62.5,57.0,1322
1.13,Very Good,D,SI2,62.3,60.0,5408
0.3,Ideal,H,VVS1,61.5,55.0,650
0.3,Ideal,G,VVS1,61.5,57.0,764
1.05,Premium,G,SI1,62.1,60.0,4857
1.18,Premium,G,SI2,60.5,60.0,4988
0.3,Premium,E,SI1,60.0,60.0,526
0.4,Premium,F,SI1,62.8,59.0,945
1.0,Good,H,SI1,64.9,56.0,4276
1.51,Good,I,VS2,62.2,59.0,8951
0.7,Very Good,E,VS2,61.7,60.0,2513
1.32,Ideal,G,VS1,61.7,56.0,11079
1.09,Premium,I,VS1,62.3,54.0,4786
0.72,Ideal,J,SI1,62.3,56.0,1864
0.72,Ideal,J,VS1,62.7,57.0,2006
1.2,Premium,G,VVS2,59.7,60.0,9475
0.43,Ideal,D,VS2,61.8,56.0,1129
0.3,Ideal,F,SI1,62.3,54.0,475
0.52,Ideal,G,VS2,61.9,55.0,1549
0.47,Ideal,H,VS2,61.7,57.0,1136
1.05,Very Good,H,SI1,60.5,58.0,5406
0.23,Ideal,E,VS2,62.6,57.0,423
1.08,Premium,H,SI1,62.6,58.0,5078
0.53,Premium,G,VS2,62.0,58.0,1607
0.32,Ideal,G,VVS1,60.3,58.0,779
1.2,Premium,I,VVS2,63.0,60.0,5376
0.33,Premium,H,VS1,61.0,59.0,743
2.14,Premium,I,SI1,59.5,59.0,15499
1.51,Ideal,J,VS2,62.0,56.0,8217
0.41,Ideal,D,SI1,60.5,57.0,744
0.5,Premium,J,SI1,60.7,58.0,1125
0.5,Ideal,D,VS2,62.4,55.0,1635
1.05,Ideal,E,VS2,61.7,55.0,9624
0.35,Ideal,D,SI1,60.8,55.0,644
0.84,Premium,D,VS1,60.6,57.0,4365
1.32,Fair,E,SI2,65.2,58.0,6221
0.44,Ideal,E,VS2,61.9,55.0,1003
0.7,Ideal,H,VVS2,60.9,56.0,3325
0.23,Very Good,D,VVS2,62.5,58.0,530
2.0,Premium,G,SI2,59.1,59.0,12521
1.25,Very Good,G,SI2,61.4,59.0,6399
0.43,Ideal,F,VVS1,62.1,55.0,1422
1.01,Premium,H,SI2,61.5,60.0,4242
1.24,Very Good,I,VS2,60.1,59.0,5783
1.11,Ideal,F,VS2,61.6,57.0,7740
0.32,Ideal,E,VS2,61.6,55.0,702
0.3,Premium,I,VVS2,61.8,58.0,526
2.06,Premium,G,SI2,59.8,61.0,15949
0.51,Good,G,SI1,63.7,55.0,1259
1.4,Premium,F,VS2,60.7,58.0,11368
0.5,Ideal,H,VS2,62.3,55.0,1921
0.76,Ideal,F,SI1,61.4,56.0,2894
0.31,Very Good,I,SI1,62.8,60.0,418
0.7,Good,H,VVS2,63.8,57.0,2608
0.3,Good,F,IF,64.3,53.0,780
0.71,Premium,H,VS1,61.2,57.0,2572
0.31,Ideal,D,VVS2,61.8,54.0,828
1.14,Ideal,J,SI2,61.5,57.0,4212
1.01,Very Good,H,SI1,61.8,59.0,4876
0.54,Ideal,E,SI1,61.6,57.0,1410
0.79,Very Good,J,VS2,60.8,56.0,2300
0.39,Good,G,VS2,63.7,53.0,942
1.01,Premium,G,I1,61.7,62.0,2364
0.71,Very Good,G,VS2,63.5,57.0,2454
1.01,Premium,E,I1,59.8,58.0,3394
1.2,Good,D,SI2,62.2,65.0,6344
0.6,Ideal,G,VS2,61.1,55.0,1930
0.33,Ideal,E,IF,61.9,57.0,1207
1.22,Very Good,I,VS2,63.3,57.0,5979
1.27,Premium,F,SI2,61.0,61.0,5428
1.22,Ideal,J,VS1,60.8,57.0,5504
0.32,Premium,E,VVS1,60.5,58.0,1020
0.51,Premium,G,VS1,62.3,59.0,1656
0.9,Ideal,I,SI2,62.0,56.0,2948
0.3,Ideal,I,VVS1,62.1,57.0,540
0.32,Very Good,F,VS2,60.2,59.0,645
1.01,Premium,D,SI2,60.4,60.0,4694
0.71,Good,J,VS2,60.6,61.0,1922
0.38,Very Good,H,VVS1,63.3,58.0,1033
0.33,Premium,G,VS2,59.3,61.0,743
0.72,Very Good,I,VS2,63.9,58.0,2337
0.31,Ideal,G,VVS2,62.5,53.0,677
1.01,Very Good,G,VS1,60.7,63.0,6353
0.62,Premium,G,SI2,60.2,61.0,1345
0.4,Premium,E,VS1,60.3,58.0,1125
1.16,Premium,F,SI2,61.9,59.0,4476
0.71,Very Good,F,VS1,62.2,58.0,2807
0.7,Good,D,SI1,63.6,60.0,2512
0.29,Ideal,G,VVS2,61.3,56.0,600
1.07,Premium,F,SI1,62.5,59.0,5436
0.32,Ideal,G,VS1,62.0,56.0,828
0.81,Ideal,E,VVS1,62.5,54.0,5752
0.36,Premium,E,VS2,61.3,60.0,1013
0.7,Ideal,H,SI1,61.0,56.0,2487
1.01,Premium,E,VS1,62.9,61.0,7964
1.5,Good,I,SI2,58.5,60.0,6731
1.02,Very Good,D,VS2,62.9,60.0,7257
0.5,Premium,H,SI2,61.0,58.0,958
0.26,Very Good,E,VVS1,59.9,58.0,597
0.7,Premium,F,VS2,62.6,61.0,2717
0.38,Ideal,D,VS1,61.3,56.0,919
0.33,Premium,H,VS1,61.9,58.0,743
0.5,Ideal,F,VS1,61.6,57.0,1695
0.52,Ideal,G,SI1,60.0,56.0,1346
0.39,Premium,F,VVS1,59.7,58.0,1232
1.3,Very Good,J,VS2,61.6,56.0,5832
1.55,Premium,J,SI2,62.6,57.0,6890
1.29,Very Good,I,VS1,61.1,58.0,5562
0.45,Premium,E,VS1,60.8,60.0,1282
0.91,Very Good,E,SI2,60.3,59.0,3638
1.23,Very Good,F,VS1,59.1,58.0,9694
0.3,Very Good,E,VS1,61.4,59.0,653
0.42,Ideal,H,SI2,62.0,54.0,625
0.33,Ideal,E,VS2,61.6,57.0,928
0.8,Very Good,D,SI1,62.9,60.0,3502
0.36,Ideal,D,VVS2,62.0,54.0,1033
1.27,Ideal,I,SI1,62.4,56.0,5690
0.27,Very Good,D,VVS2,62.2,59.0,622
0.29,Very Good,E,VVS2,60.9,57.0,674
0.43,Ideal,E,VVS2,60.8,57.0,1062
0.38,Very Good,I,VS2,61.7,56.0,680
0.6,Very Good,F,SI1,63.2,57.0,1599
0.54,Premium,E,VS2,59.2,58.0,1754
1.5,Ideal,F,VS2,62.6,57.0,14759
0.7,Ideal,F,SI1,61.1,56.0,2671
0.7,Good,I,SI1,63.6,55.0,1995
0.56,Ideal,J,VS2,61.7,54.0,1094
0.31,Premium,G,SI1,61.4,58.0,462
0.81,Ideal,E,SI1,62.3,57.0,3404
1.0,Ideal,E,SI2,62.2,52.0,4808
1.65,Ideal,D,SI2,61.5,56.0,10847
0.76,Very Good,G,VS2,62.1,54.0,2990
0.8,Ideal,I,VVS1,61.7,56.0,3181
0.93,Ideal,E,SI1,62.2,55.0,4374
0.31,Ideal,H,SI1,61.1,57.0,464
1.01,Very Good,G,VVS2,59.7,59.0,7226
1.54,Ideal,H,VVS2,62.6,56.0,12171
0.42,Ideal,D,VS1,61.4,56.0,1350
0.32,Premium,H,VVS1,61.5,59.0,936
0.76,Ideal,J,SI2,61.5,54.0,1833
0.38,Very Good,F,VVS2,61.9,59.7,1060
0.38,Ideal,I,SI1,62.3,56.0,746
1.5,Very Good,F,VS2,61.3,58.0,12526
0.9,Fair,H,VS2,65.6,55.0,3375
0.9,Good,G,VS2,63.6,59.0,4093
1.02,Premium,H,VS1,62.1,57.0,4827
0.56,Ideal,H,SI1,61.9,58.0,1343
0.71,Very Good,F,SI1,63.2,56.0,2198
0.33,Premium,G,VVS1,62.8,59.0,1114
0.59,Fair,G,I1,64.6,56.0,903
0.5,Very Good,E,VS2,63.6,59.0,1446
0.52,Ideal,D,VS2,61.9,57.0,1919
0.91,Premium,E,VS2,62.2,60.0,4676
0.73,Good,E,VS1,59.0,61.0,3466
0.34,Ideal,D,VS2,61.3,57.0,1033
0.32,Ideal,E,VS2,62.2,55.0,702
1.11,Premium,H,SI1,61.9,58.0,4960
1.08,Ideal,E,VS2,62.0,54.0,7548
0.93,Good,D,SI2,63.4,59.0,3540
0.51,Ideal,D,VS1,61.7,54.0,1845
0.9,Good,D,VS2,62.6,62.0,4739
0.3,Ideal,G,IF,61.5,56.0,863
0.33,Ideal,I,SI2,61.2,56.0,403
0.59,Very Good,E,VS1,61.2,58.0,2200
2.07,Premium,E,SI2,58.9,61.0,13786
3.51,Premium,J,VS2,62.5,59.0,18701
0.27,Very Good,G,VVS1,60.1,58.0,566
0.7,Very Good,F,VS2,62.2,56.0,2400
0.36,Ideal,E,VS2,61.9,56.0,789
1.0,Very Good,F,SI1,62.8,59.0,4851
0.5,Fair,G,VS1,64.9,57.0,1271
0.82,Ideal,F,VS2,61.9,57.0,3453
2.0,Premium,E,SI2,61.8,56.0,18426
1.07,Premium,G,SI2,59.9,59.0,4278
0.31,Ideal,H,VS2,62.2,55.0,628
1.03,Ideal,H,SI1,62.3,56.0,4603
1.51,Premium,E,SI2,60.6,59.0,10570
0.7,Ideal,G,VS2,62.9,56.0,2375
1.27,Very Good,I,SI1,63.1,59.0,5953
1.06,Ideal,G,VVS2,61.0,57.0,7900
0.56,Premium,D,SI1,59.9,60.0,1814
0.39,Very Good,E,VS2,61.3,61.0,889
1.35,Ideal,J,VS2,61.4,57.0,5862
0.46,Ideal,G,SI1,62.0,53.0,930
1.77,Premium,G,SI2,62.7,59.0,9664
0.31,Ideal,H,VS2,61.6,55.0,595
1.04,Very Good,G,VS2,61.4,63.0,5353
1.04,Very Good,F,VS2,59.0,57.0,6405
1.5,Very Good,E,SI1,60.8,58.0,11688
2.13,Fair,H,SI2,64.5,58.0,13370
1.13,Premium,F,SI2,62.3,59.0,4360
0.31,Premium,H,VVS2,61.9,58.0,802
1.01,Premium,E,VS1,60.8,59.0,7821
0.78,Ideal,I,VS1,61.9,56.0,3105
1.05,Very Good,F,VS2,62.8,57.0,6808
0.95,Premium,J,VVS2,62.6,59.0,3669
0.34,Ideal,F,VS1,61.7,55.0,764
0.74,Premium,H,VS2,59.9,57.0,2485
0.63,Ideal,F,SI1,59.9,59.0,1932
0.5,Ideal,J,VS2,62.0,56.0,1166
0.39,Ideal,F,VVS2,62.1,55.0,988
0.33,Very Good,E,VVS1,61.5,57.0,1103
0.81,Ideal,F,SI2,62.1,57.0,2843
0.51,Ideal,E,VS2,60.4,57.0,1656
0.97,Premium,F,VVS2,58.1,60.0,6768
2.0,Premium,I,SI2,61.3,59.0,14208
0.34,Ideal,E,SI1,62.3,57.0,765
0.72,Ideal,H,VS1,61.4,56.0,2998
1.04,Ideal,F,SI1,61.3,56.0,5882
0.5,Premium,E,SI1,61.5,62.0,1415
1.52,Premium,D,SI2,60.2,60.0,8737
1.21,Ideal,H,SI1,61.1,57.0,6180
0.7,Very Good,I,VS2,63.0,60.0,1867
1.0,Very Good,F,VS2,61.9,59.0,5505
0.5,Very Good,G,VS1,62.9,55.0,1592
1.04,Ideal,H,SI2,60.3,57.0,4323
1.07,Premium,D,VS2,62.4,57.0,7550
0.58,Ideal,F,VS1,61.4,56.0,1953
0.31,Ideal,G,VS1,62.3,54.0,600
0.38,Premium,F,VS2,60.9,56.0,1026
0.54,Ideal,E,SI2,60.7,56.0,1246
0.9,Premium,G,VS2,61.1,58.0,4152
0.35,Ideal,D,SI1,62.3,55.0,644
0.9,Ideal,E,VS1,61.7,56.0,6230
2.0,Fair,E,SI1,65.7,60.0,15330
1.74,Premium,J,VS2,61.9,62.0,8364
0.9,Premium,I,SI1,63.0,58.0,2861
0.32,Ideal,I,VS1,62.4,56.0,648
1.21,Very Good,H,SI1,59.6,60.0,7203
0.43,Ideal,E,SI1,61.5,56.0,792
0.5,Fair,F,VS1,65.0,55.0,1577
1.15,Premium,J,SI1,62.3,55.0,4347
1.5,Premium,G,SI2,61.8,60.0,6224
1.24,Premium,I,VS2,60.2,58.0,6257
1.05,Ideal,G,SI2,59.6,57.0,3299
0.54,Good,E,SI1,57.2,59.0,1323
0.35,Ideal,F,VS2,62.2,55.0,706
0.9,Ideal,E,SI2,62.6,57.0,3808
0.55,Ideal,D,VS2,61.4,57.0,1928
1.0,Very Good,H,SI2,63.7,58.0,4395
1.02,Ideal,H,SI2,58.8,57.0,3142
0.41,Very Good,D,VVS1,61.9,60.0,1376
1.66,Ideal,F,SI2,62.6,59.0,10338
0.3,Ideal,H,SI1,62.2,57.0,450
1.5,Premium,G,VS1,61.2,59.0,14234
0.4,Premium,F,VS1,61.4,58.0,1050
0.32,Very Good,H,VVS1,62.7,57.0,730
0.7,Very Good,F,I1,63.2,61.0,1736
1.5,Very Good,F,SI1,62.8,56.0,9904
0.42,Ideal,D,SI1,61.9,55.0,970
0.54,Very Good,F,VS1,61.0,58.0,1813
0.6,Very Good,I,VVS2,63.7,57.4,1565
0.75,Premium,H,VS2,62.8,56.0,2553
0.91,Ideal,F,SI2,60.9,57.0,3588
0.9,Very Good,J,VS2,63.5,56.0,3145
0.9,Good,F,SI1,64.7,54.0,3954
0.31,Premium,G,VS2,61.2,59.0,471
0.72,Very Good,E,SI2,60.1,55.8,2651
0.53,Premium,H,VS2,59.4,59.0,1428
1.25,Ideal,H,SI1,62.4,55.0,7573
0.9,Ideal,F,SI1,60.7,57.0,4324
0.41,Ideal,G,VVS2,61.3,56.0,1007
1.01,Very Good,G,VVS2,61.9,58.0,7188
1.27,Ideal,J,VVS2,62.2,54.0,6430
0.9,Ideal,E,SI1,61.7,57.0,4940
1.08,Ideal,H,SI2,61.2,57.4,4564
1.21,Premium,I,SI1,61.6,58.0,5353
1.51,Good,I,VS1,63.6,57.0,9581
0.4,Good,H,VS2,59.4,64.0,945
0.34,Ideal,G,VS2,61.1,55.0,596
2.11,Very Good,G,I1,63.2,57.0,7834
0.9,Very Good,D,SI2,60.3,63.0,3534
0.6,Ideal,F,VS2,61.9,55.0,1875
0.58,Ideal,E,VS2,61.6,55.0,1984
0.52,Ideal,E,VS2,61.1,57.0,1689
0.7,Premium,E,VS2,60.8,58.0,2673
1.83,Fair,H,I1,68.0,57.0,6887
0.33,Ideal,F,SI2,62.3,55.0,450
1.18,Very Good,J,SI2,62.2,58.0,4353
0.7,Ideal,E,VS1,62.6,55.0,3167
1.64,Fair,E,SI2,63.1,60.0,8954
0.3,Very Good,E,SI1,62.4,58.0,526
0.5,Ideal,H,VVS1,60.6,55.0,1838
0.23,Ideal,G,VS1,61.6,55.0,384
1.0,Premium,D,VVS2,59.9,61.0,9918
1.01,Ideal,E,SI1,61.1,55.0,6132
0.4,Ideal,D,VVS1,61.1,56.0,1665
0.3,Ideal,G,SI2,61.6,56.0,422
0.36,Ideal,G,VVS1,62.8,57.0,1053
1.81,Very Good,I,VS1,59.9,61.0,14177
1.0,Premium,F,VS2,62.2,59.0,6328
1.04,Good,J,VS2,58.2,64.0,3285
1.47,Ideal,I,VS2,62.3,57.0,7284
0.42,Very Good,G,SI1,63.0,55.0,687
0.33,Premium,I,SI1,60.4,59.0,557
1.19,Ideal,G,VVS2,60.8,55.0,9383
0.31,Premium,I,VVS2,62.1,58.0,544
0.23,Ideal,D,VVS2,62.1,57.0,530
0.29,Ideal,F,SI2,60.6,59.0,496
1.3,Good,J,SI1,64.0,58.0,5242
1.71,Good,I,VS1,63.7,58.0,12755
0.56,Ideal,D,VS2,60.9,56.0,1963
0.41,Premium,F,VS1,62.4,60.0,1076
0.3,Good,J,SI1,64.0,55.0,439
0.71,Ideal,F,SI2,61.5,55.0,2668
0.33,Good,E,VS2,57.3,59.0,574
0.24,Very Good,E,VVS2,62.2,56.0,608
0.32,Premium,H,SI1,61.3,60.0,576
0.41,Ideal,G,VVS2,60.4,56.0,1076
1.24,Premium,G,VS1,62.0,59.0,7660
0.31,Premium,D,SI2,62.9,59.0,593
0.31,Ideal,G,VS2,61.4,56.0,698
0.72,Very Good,G,VS1,60.5,57.0,2919
1.22,Ideal,J,SI1,62.3,55.0,5192
0.31,Good,E,SI1,63.2,59.0,544
2.19,Premium,J,SI2,58.8,58.0,10179
0.38,Very Good,F,VS2,61.9,54.8,906
1.08,Premium,J,SI1,61.0,60.0,4098
0.51,Ideal,D,VS1,60.9,57.0,1752
0.76,Ideal,G,VS2,61.3,56.0,2782
0.54,Good,E,VS2,63.1,58.0,1637
1.5,Premium,F,VS2,61.0,58.0,14352
0.7,Premium,G,SI2,61.1,60.0,2177
1.5,Very Good,G,VS1,61.7,63.0,12862
1.07,Ideal,F,VS2,62.4,55.0,7483
1.51,Ideal,I,VVS2,61.6,58.0,10821
0.3,Premium,E,VS2,60.0,60.0,844
0.72,Ideal,H,VVS1,62.2,56.0,2946
0.97,Premium,D,SI2,60.4,61.0,3585
1.01,Very Good,F,SI1,61.3,59.0,4969
1.3,Ideal,D,SI1,61.8,56.0,9242
2.02,Premium,I,SI2,61.1,61.0,13991
0.71,Very Good,F,SI1,60.7,57.0,2088
0.54,Ideal,G,VS2,62.8,55.0,1441
0.6,Very Good,E,VS2,62.9,59.0,2085
0.83,Ideal,F,SI1,62.1,57.0,3010
0.54,Ideal,G,VVS2,61.7,57.0,1914
1.3,Ideal,F,SI2,62.2,56.0,6442
1.11,Very Good,I,SI1,61.9,59.0,4273
0.9,Premium,F,SI1,63.0,60.0,4158
0.9,Good,F,VS2,62.7,59.0,4493
0.71,Ideal,F,SI2,61.8,57.0,2667
0.59,Premium,D,VVS2,62.6,58.0,2515
0.3,Ideal,E,VVS1,62.5,54.0,979
0.7,Premium,G,VVS1,62.8,58.0,3234
1.16,Very Good,G,VS1,62.9,55.0,7589
1.01,Premium,D,VVS2,61.6,58.0,10797
1.24,Premium,F,SI2,61.4,58.0,5889
0.51,Very Good,G,SI1,63.0,53.0,1220
1.52,Ideal,I,IF,62.2,57.0,10609
0.31,Ideal,D,SI1,62.3,55.0,541
0.75,Premium,G,SI1,60.4,58.0,2415
0.4,Very Good,E,VS2,64.0,52.0,925
1.53,Very Good,I,SI2,61.6,56.0,7406
1.0,Ideal,H,SI1,60.3,56.0,4788
1.21,Very Good,H,SI1,62.2,56.0,6194
0.4,Premium,D,SI1,61.6,58.0,772
1.07,Very Good,G,VS1,62.8,58.0,7168
1.29,Ideal,F,VS1,60.7,57.0,11197
0.9,Good,J,SI1,64.3,63.0,2832
0.55,Ideal,D,SI2,60.9,57.0,1363
0.34,Ideal,D,SI1,62.0,55.0,584
0.51,Premium,F,SI1,61.4,59.0,1421
0.3,Good,D,SI1,63.2,56.0,552
1.08,Premium,E,SI1,59.6,60.0,5908
0.72,Premium,F,SI1,62.6,59.0,2318
0.91,Ideal,G,SI2,60.8,57.0,3844
0.83,Very Good,E,SI1,63.5,58.0,3365
0.3,Ideal,G,VVS2,62.6,53.0,665
0.41,Ideal,F,VS1,61.9,55.0,1076
1.21,Premium,H,SI2,62.7,59.0,5324
0.54,Ideal,G,VS2,62.0,54.0,1580
0.56,Ideal,G,VVS1,61.7,57.0,1993
0.9,Fair,G,SI1,65.2,59.0,3250
1.5,Good,J,SI2,63.6,58.0,6306
1.51,Very Good,H,SI1,63.3,57.0,10053
0.31,Very Good,H,VS2,58.9,61.0,457
1.03,Premium,E,SI2,61.4,58.0,4328
1.71,Premium,H,VS2,62.5,58.0,13376
0.7,Very Good,H,SI1,63.3,58.0,2048
0.7,Very Good,E,VS1,63.4,57.0,3095
0.56,Very Good,H,SI1,59.9,60.0,1230
1.0,Ideal,D,SI1,60.6,56.0,5775
0.6,Ideal,H,SI1,61.4,55.0,1766
0.31,Ideal,G,VS1,61.3,56.0,802
0.31,Ideal,J,VS2,62.3,54.0,396
0.74,Ideal,F,SI1,60.4,56.0,2379
0.3,Very Good,E,VS2,62.1,59.0,658
2.09,Ideal,I,SI1,61.8,56.0,17114
0.72,Very Good,G,SI2,62.5,56.0,2079
0.34,Ideal,E,VS2,62.2,57.0,646
1.0,Good,G,SI1,62.2,65.0,3965
1.35,Good,I,VS2,59.2,65.0,5610
0.96,Fair,F,SI2,66.3,62.0,2759
1.54,Premium,G,SI1,61.3,59.0,10219
0.3,Very Good,G,VS1,62.9,57.0,605
1.2,Good,I,SI1,65.0,59.0,5040
0.71,Premium,E,VS2,59.9,58.0,2711
0.32,Very Good,H,SI1,62.2,56.0,449
1.26,Premium,J,VS2,62.5,58.0,5107
1.01,Good,E,VS2,58.9,62.0,6517
0.91,Very Good,D,SI1,63.2,59.0,4466
0.93,Ideal,I,SI2,62.3,57.0,3101
0.38,Premium,D,SI1,59.1,58.0,815
0.55,Premium,E,VS2,60.5,58.0,1881
0.35,Very Good,D,VS2,62.6,56.0,721
2.14,Ideal,H,SI2,61.9,57.0,12400
0.7,Very Good,E,SI1,61.2,57.0,2753
0.53,Ideal,F,SI2,60.9,55.0,1220
0.32,Ideal,G,VVS2,62.0,54.0,708
1.0,Premium,G,VS2,61.6,58.0,6048
1.51,Good,J,SI1,62.4,64.0,7162
2.05,Ideal,H,SI1,61.9,57.0,17006
0.36,Ideal,E,SI1,62.1,56.0,631
0.72,Ideal,H,VS2,61.7,56.0,3122
1.12,Ideal,F,VVS2,61.3,57.0,10764
1.24,Premium,H,SI2,59.9,60.0,5694
0.7,Very Good,I,VS2,62.3,58.0,2273
1.23,Ideal,G,VS1,61.8,57.0,8465
0.8,Ideal,H,VS2,60.6,56.0,3153
1.75,Premium,I,SI1,60.8,58.0,7644
0.32,Ideal,G,VS1,62.8,54.0,828
1.01,Very Good,F,VVS1,63.2,56.0,9176
0.9,Very Good,H,SI1,62.8,58.0,3437
0.9,Premium,H,VVS2,62.0,58.0,4355
2.23,Very Good,J,SI2,60.5,61.0,12655
1.33,Ideal,H,VS1,59.3,57.0,8558
1.23,Premium,J,VS1,62.7,58.0,5412
0.37,Very Good,H,SI1,63.2,57.0,684
0.41,Ideal,G,VS2,62.5,54.0,1061
2.01,Premium,H,SI2,61.9,57.0,13199
0.4,Ideal,E,VS2,62.4,56.0,912
1.01,Very Good,F,VS2,62.5,59.0,6159
0.33,Ideal,E,VVS2,61.2,56.0,814
1.03,Ideal,F,VS1,59.0,55.0,7752
0.72,Ideal,G,VS1,61.3,56.0,3102
1.16,Very Good,J,VS2,63.7,56.0,4323
1.05,Ideal,E,SI1,62.1,57.0,5436
0.36,Very Good,D,VS1,59.0,57.0,832
0.7,Very Good,G,VS1,60.5,62.0,2287
0.32,Premium,H,VVS2,62.2,58.0,773
1.0,Good,G,SI1,64.4,54.0,4882
0.32,Ideal,G,VS1,61.2,56.0,645
0.5,Premium,F,VVS2,61.8,56.0,2160
1.5,Good,H,SI2,60.8,64.0,6846
0.42,Very Good,G,VS1,62.4,59.0,921
1.76,Ideal,I,VS1,62.0,57.0,11722
1.01,Very Good,G,VVS2,63.0,59.0,7234
0.32,Ideal,G,SI1,61.4,56.0,653
0.38,Premium,E,VVS1,60.6,59.0,1047
0.7,Very Good,G,VS1,62.5,58.0,2437
0.9,Good,H,SI1,61.4,60.0,3730
1.0,Very Good,G,SI1,59.6,60.0,4997
2.55,Premium,I,VS1,61.8,62.0,18766
0.8,Premium,F,SI2,58.5,62.0,2371
0.35,Ideal,D,VS2,62.1,54.0,777
1.2,Very Good,I,VS1,62.8,54.5,6652
0.81,Premium,H,SI1,59.1,57.0,2585
0.41,Very Good,I,VVS2,63.1,56.0,1061
0.34,Ideal,D,SI1,60.1,57.0,626
1.26,Very Good,I,VS1,59.2,60.0,6855
0.24,Very Good,F,VS1,62.0,56.0,417
0.57,Premium,D,SI1,61.1,56.0,1847
1.2,Premium,G,SI2,62.6,61.0,4250
2.11,Ideal,I,SI1,62.0,55.0,15282
1.51,Premium,I,SI2,61.3,55.0,6173
1.53,Premium,E,SI1,60.8,60.0,12499
0.23,Very Good,D,VVS1,63.3,57.0,478
0.3,Ideal,F,VS2,61.9,56.0,573
0.41,Premium,E,VS1,61.9,59.0,1153
0.4,Fair,E,VS2,64.7,58.0,813
0.71,Premium,G,SI2,62.7,60.0,2147
0.41,Ideal,F,VS2,61.8,56.0,863
1.83,Premium,I,SI1,62.9,55.0,11883
0.71,Ideal,H,VVS1,62.1,57.0,2742
0.3,Premium,F,VVS1,62.0,59.0,868
0.48,Ideal,I,SI1,61.9,53.0,841
0.54,Very Good,F,VS2,60.9,55.0,1639
1.12,Ideal,G,SI2,62.8,54.0,4158
1.0,Very Good,G,VS2,60.0,55.0,5385
0.44,Premium,F,VVS2,61.6,58.0,1196
1.21,Premium,G,SI2,58.9,61.0,4976
1.7,Very Good,G,VS2,62.6,57.0,15259
0.67,Fair,I,VS2,57.2,70.0,1436
0.39,Very Good,E,VS2,60.9,58.0,793
0.72,Ideal,I,VVS2,62.8,57.0,2594
1.01,Good,G,SI2,63.8,53.0,4185
0.7,Good,F,VS2,64.3,59.0,2373
0.3,Premium,G,VS2,60.6,60.0,675
0.91,Premium,H,SI1,60.2,52.0,2935
0.42,Premium,G,IF,61.6,58.0,1400
0.28,Very Good,F,VS1,61.0,59.0,487
1.11,Very Good,D,VS2,63.2,57.0,8006
1.01,Premium,H,SI2,59.4,59.0,4072
1.5,Very Good,E,SI1,60.4,59.0,12000
0.7,Very Good,E,SI2,62.0,59.0,2263
0.55,Good,E,SI1,63.1,58.0,1406
1.27,Ideal,F,SI1,61.8,57.0,5761
0.7,Premium,F,VVS1,63.0,60.0,3204
1.0,Fair,H,SI2,65.1,58.0,3640
1.52,Ideal,G,SI1,63.0,55.0,11510
1.22,Premium,H,SI1,60.6,58.0,5063
1.03,Ideal,E,VS1,59.5,57.0,7477
0.42,Very Good,H,SI1,59.5,57.0,700
1.54,Ideal,I,SI2,61.4,55.0,5994
0.52,Premium,F,SI1,61.5,60.0,1191
1.52,Very Good,I,VS2,61.7,55.0,10130
0.55,Ideal,G,VS1,62.2,54.0,2132
1.66,Very Good,H,SI1,63.3,59.0,8831
0.37,Ideal,G,VVS2,60.7,55.0,1073
0.9,Ideal,D,SI2,60.8,56.0,4241
1.7,Premium,I,SI1,59.8,59.0,7797
1.2,Premium,H,VS2,62.8,59.0,6666
0.5,Fair,E,SI1,65.0,58.0,1176
0.49,Ideal,D,VS1,62.3,55.0,1934
1.33,Ideal,G,VS1,62.0,55.0,10539
1.02,Premium,H,SI2,60.9,59.0,4284
0.4,Premium,H,VS1,62.6,58.0,807
0.51,Ideal,D,VS2,62.3,57.0,1882
1.16,Premium,F,SI2,62.4,59.0,5164
0.51,Ideal,G,VVS2,61.8,56.0,1974
1.0,Very Good,G,SI1,62.3,62.0,5511
1.54,Ideal,G,VS2,61.2,56.0,13794
0.71,Very Good,F,VS1,60.0,57.0,2807
1.01,Premium,G,VS2,60.2,59.0,5864
0.33,Ideal,E,VVS2,61.0,54.0,741
0.9,Premium,F,SI2,60.1,59.0,3704
0.31,Ideal,E,VS2,61.8,54.0,872
0.3,Good,H,VS1,63.3,56.0,526
1.52,Premium,I,SI2,62.2,59.0,6214
1.01,Good,G,SI1,62.8,58.0,4641
0.94,Ideal,D,SI1,62.3,57.0,4575
1.16,Premium,I,SI1,60.0,58.0,4872
0.29,Very Good,E,VS1,61.9,55.0,555
0.43,Ideal,G,VS1,61.9,55.0,943
0.31,Ideal,I,VVS1,61.4,54.0,571
2.18,Very Good,F,SI2,63.4,60.0,12099
0.5,Ideal,F,SI2,60.9,57.0,1203
1.09,Premium,H,VS2,62.6,56.0,5601
1.23,Premium,J,VS2,62.7,58.0,4856
0.9,Ideal,G,SI1,61.9,57.0,4871
0.51,Premium,D,VS2,62.0,59.0,1807
0.41,Ideal,F,SI1,62.7,57.0,969
0.8,Very Good,H,VS1,61.7,62.0,3209
0.3,Very Good,I,VVS1,62.8,59.0,552
0.31,Ideal,E,VS2,60.9,57.0,872
1.12,Very Good,G,SI2,63.3,58.0,4478
1.23,Premium,G,VS1,62.8,56.0,8381
0.92,Premium,H,SI1,62.0,60.0,3618
